ENSEMBL_GENE_ID	Name	Species
ENSMUSG00000035575	UTP6 small subunit processome component(Utp6)	Mus musculus
ENSMUSG00000031548	secreted frizzled-related protein 1(Sfrp1)	Mus musculus
ENSMUSG00000027004	frizzled-related protein(Frzb)	Mus musculus
ENSMUSG00000021319	secreted frizzled-related protein 4(Sfrp4)	Mus musculus
ENSMUSG00000020709	ArfGAP with dual PH domains 2(Adap2)	Mus musculus
ENSMUSG00000034120	serine and arginine-rich splicing factor 2(Srsf2)	Mus musculus
ENSMUSG00000071172	serine and arginine-rich splicing factor 3(Srsf3)	Mus musculus
ENSMUSG00000021134	serine and arginine-rich splicing factor 5(Srsf5)	Mus musculus
ENSMUSG00000021339	MRS2 magnesium transporter(Mrs2)	Mus musculus
ENSMUSG00000004631	sarcoglycan, epsilon(Sgce)	Mus musculus
ENSMUSG00000019970	serum/glucocorticoid regulated kinase 1(Sgk1)	Mus musculus
ENSMUSG00000023236	secretogranin V(Scg5)	Mus musculus
ENSMUSG00000020097	sphingosine phosphate lyase 1(Sgpl1)	Mus musculus
ENSMUSG00000046573	LYR motif containing 4(Lyrm4)	Mus musculus
ENSMUSG00000078490	cilia and flagella associated protein 74(Cfap74)	Mus musculus
ENSMUSG00000030733	SH2B adaptor protein 1(Sh2b1)	Mus musculus
ENSMUSG00000020692	notchless homolog 1(Nle1)	Mus musculus
ENSMUSG00000005696	SH2 domain containing 1A(Sh2d1a)	Mus musculus
ENSMUSG00000038122	TBC1 domain family, member 32(Tbc1d32)	Mus musculus
ENSMUSG00000022436	SH3-domain binding protein 1(Sh3bp1)	Mus musculus
ENSMUSG00000027288	zinc finger protein 106(Zfp106)	Mus musculus
ENSMUSG00000020640	intersectin 2(Itsn2)	Mus musculus
ENSMUSG00000028488	SH3-domain GRB2-like 2(Sh3gl2)	Mus musculus
ENSMUSG00000003200	SH3-domain GRB2-like 1(Sh3gl1)	Mus musculus
ENSMUSG00000018845	unc-45 myosin chaperone B(Unc45b)	Mus musculus
ENSMUSG00000030638	SH3-domain GRB2-like 3(Sh3gl3)	Mus musculus
ENSMUSG00000024725	osteoclast stimulating factor 1(Ostf1)	Mus musculus
ENSMUSG00000022091	sorbin and SH3 domain containing 3(Sorbs3)	Mus musculus
ENSMUSG00000025006	sorbin and SH3 domain containing 1(Sorbs1)	Mus musculus
ENSMUSG00000042626	src homology 2 domain-containing transforming protein C1(Shc1)	Mus musculus
ENSMUSG00000000976	HEAT repeat containing 6(Heatr6)	Mus musculus
ENSMUSG00000021448	src homology 2 domain-containing transforming protein C3(Shc3)	Mus musculus
ENSMUSG00000022322	Shc SH2-domain binding protein 1(Shcbp1)	Mus musculus
ENSMUSG00000018651	transcriptional adaptor 2A(Tada2a)	Mus musculus
ENSMUSG00000039154	src homology 2 domain-containing transforming protein D(Shd)	Mus musculus
ENSMUSG00000034940	synergin, gamma(Synrg)	Mus musculus
ENSMUSG00000063320	RIKEN cDNA 1190007I07 gene(1190007I07Rik)	Mus musculus
ENSMUSG00000002633	sonic hedgehog(Shh)	Mus musculus
ENSMUSG00000020534	serine hydroxymethyltransferase 1 (soluble)(Shmt1)	Mus musculus
ENSMUSG00000020530	gametogenetin binding protein 2(Ggnbp2)	Mus musculus
ENSMUSG00000018405	mitochondrial rRNA methyltransferase 1(Mrm1)	Mus musculus
ENSMUSG00000030447	cytoplasmic FMR1 interacting protein 1(Cyfip1)	Mus musculus
ENSMUSG00000036840	siah E3 ubiquitin protein ligase 1A(Siah1a)	Mus musculus
ENSMUSG00000036432	siah E3 ubiquitin protein ligase 2(Siah2)	Mus musculus
ENSMUSG00000022885	beta galactoside alpha 2,6 sialyltransferase 1(St6gal1)	Mus musculus
ENSMUSG00000028538	ST3 beta-galactoside alpha-2,3-sialyltransferase 3(St3gal3)	Mus musculus
ENSMUSG00000013846	ST3 beta-galactoside alpha-2,3-sialyltransferase 1(St3gal1)	Mus musculus
ENSMUSG00000032038	ST3 beta-galactoside alpha-2,3-sialyltransferase 4(St3gal4)	Mus musculus
ENSMUSG00000031749	ST3 beta-galactoside alpha-2,3-sialyltransferase 2(St3gal2)	Mus musculus
ENSMUSG00000057286	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2(St6galnac2)	Mus musculus
ENSMUSG00000052544	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3(St6galnac3)	Mus musculus
ENSMUSG00000079442	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4(St6galnac4)	Mus musculus
ENSMUSG00000030283	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1(St8sia1)	Mus musculus
ENSMUSG00000072582	peptidyl-tRNA hydrolase 2(Ptrh2)	Mus musculus
ENSMUSG00000025789	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2(St8sia2)	Mus musculus
ENSMUSG00000056812	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3(St8sia3)	Mus musculus
ENSMUSG00000040710	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4(St8sia4)	Mus musculus
ENSMUSG00000056091	ST3 beta-galactoside alpha-2,3-sialyltransferase 5(St3gal5)	Mus musculus
ENSMUSG00000028718	Scl/Tal1 interrupting locus(Stil)	Mus musculus
ENSMUSG00000000275	tripartite motif-containing 25(Trim25)	Mus musculus
ENSMUSG00000022858	transformer 2 beta(Tra2b)	Mus musculus
ENSMUSG00000023284	zinc finger protein 605(Zfp605)	Mus musculus
ENSMUSG00000024248	cytochrome c oxidase subunit 7A2 like(Cox7a2l)	Mus musculus
ENSMUSG00000068015	leucine-rich repeats and calponin homology (CH) domain containing 1(Lrch1)	Mus musculus
ENSMUSG00000042557	transcriptional regulator, SIN3A (yeast)(Sin3a)	Mus musculus
ENSMUSG00000031622	transcriptional regulator, SIN3B (yeast)(Sin3b)	Mus musculus
ENSMUSG00000091722	siah E3 ubiquitin protein ligase family member 3(Siah3)	Mus musculus
ENSMUSG00000056917	signal-induced proliferation associated gene 1(Sipa1)	Mus musculus
ENSMUSG00000034522	zinc finger protein 395(Zfp395)	Mus musculus
ENSMUSG00000024134	sine oculis-related homeobox 2(Six2)	Mus musculus
ENSMUSG00000056579	taurine upregulated gene 1(Tug1)	Mus musculus
ENSMUSG00000003949	hepatic leukemia factor(Hlf)	Mus musculus
ENSMUSG00000038805	sine oculis-related homeobox 3(Six3)	Mus musculus
ENSMUSG00000034460	sine oculis-related homeobox 4(Six4)	Mus musculus
ENSMUSG00000040841	sine oculis-related homeobox 5(Six5)	Mus musculus
ENSMUSG00000034731	diacylglycerol kinase, eta(Dgkh)	Mus musculus
ENSMUSG00000009907	vacuolar protein sorting 4B(Vps4b)	Mus musculus
ENSMUSG00000046056	suprabasin(Sbsn)	Mus musculus
ENSMUSG00000001829	ClpB caseinolytic peptidase B(Clpb)	Mus musculus
ENSMUSG00000029050	ski sarcoma viral oncogene homolog (avian)(Ski)	Mus musculus
ENSMUSG00000027660	SKI-like(Skil)	Mus musculus
ENSMUSG00000033060	LIM domain only 7(Lmo7)	Mus musculus
ENSMUSG00000022372	src-like adaptor(Sla)	Mus musculus
ENSMUSG00000004642	stem-loop binding protein(Slbp)	Mus musculus
ENSMUSG00000024597	solute carrier family 12, member 2(Slc12a2)	Mus musculus
ENSMUSG00000031766	solute carrier family 12, member 3(Slc12a3)	Mus musculus
ENSMUSG00000017765	solute carrier family 12, member 4(Slc12a4)	Mus musculus
ENSMUSG00000017756	solute carrier family 12, member 7(Slc12a7)	Mus musculus
ENSMUSG00000032902	solute carrier family 16 (monocarboxylic acid transporters), member 1(Slc16a1)	Mus musculus
ENSMUSG00000054079	UTP18 small subunit processome component(Utp18)	Mus musculus
ENSMUSG00000033965	solute carrier family 16 (monocarboxylic acid transporters), member 2(Slc16a2)	Mus musculus
ENSMUSG00000020102	solute carrier family 16 (monocarboxylic acid transporters), member 7(Slc16a7)	Mus musculus
ENSMUSG00000075470	asparagine-linked glycosylation 10B (alpha-1,2-glucosyltransferase)(Alg10b)	Mus musculus
ENSMUSG00000020868	xylosyltransferase II(Xylt2)	Mus musculus
ENSMUSG00000100241	solute carrier family 18 (vesicular monoamine), member 3(Slc18a3)	Mus musculus
ENSMUSG00000001436	solute carrier family 19 (folate transporter), member 1(Slc19a1)	Mus musculus
ENSMUSG00000024935	solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1(Slc1a1)	Mus musculus
ENSMUSG00000005089	solute carrier family 1 (glial high affinity glutamate transporter), member 2(Slc1a2)	Mus musculus
ENSMUSG00000060180	myosin, heavy polypeptide 13, skeletal muscle(Myh13)	Mus musculus
ENSMUSG00000005360	solute carrier family 1 (glial high affinity glutamate transporter), member 3(Slc1a3)	Mus musculus
ENSMUSG00000005357	solute carrier family 1 (high affinity aspartate/glutamate transporter), member 6(Slc1a6)	Mus musculus
ENSMUSG00000001918	solute carrier family 1 (neutral amino acid transporter), member 5(Slc1a5)	Mus musculus
ENSMUSG00000052369	transmembrane protein 106C(Tmem106c)	Mus musculus
ENSMUSG00000027397	solute carrier family 20, member 1(Slc20a1)	Mus musculus
ENSMUSG00000038909	K(lysine) acetyltransferase 7(Kat7)	Mus musculus
ENSMUSG00000037656	solute carrier family 20, member 2(Slc20a2)	Mus musculus
ENSMUSG00000047181	sterile alpha motif domain containing 14(Samd14)	Mus musculus
ENSMUSG00000040966	solute carrier family 22 (organic cation transporter), member 2(Slc22a2)	Mus musculus
ENSMUSG00000038976	protein phosphatase 1, regulatory subunit 9B(Ppp1r9b)	Mus musculus
ENSMUSG00000023828	solute carrier family 22 (organic cation transporter), member 3(Slc22a3)	Mus musculus
ENSMUSG00000018900	solute carrier family 22 (organic cation transporter), member 5(Slc22a5)	Mus musculus
ENSMUSG00000031105	solute carrier family 25 (mitochondrial carrier, brain), member 14(Slc25a14)	Mus musculus
ENSMUSG00000022404	solute carrier family 25 (mitochondrial carrier, peroxisomal membrane protein), member 17(Slc25a17)	Mus musculus
ENSMUSG00000023009	NCK-associated protein 5-like(Nckap5l)	Mus musculus
ENSMUSG00000028645	solute carrier family 2 (facilitated glucose transporter), member 1(Slc2a1)	Mus musculus
ENSMUSG00000003153	solute carrier family 2 (facilitated glucose transporter), member 3(Slc2a3)	Mus musculus
ENSMUSG00000018566	solute carrier family 2 (facilitated glucose transporter), member 4(Slc2a4)	Mus musculus
ENSMUSG00000066150	solute carrier family 31, member 1(Slc31a1)	Mus musculus
ENSMUSG00000066152	solute carrier family 31, member 2(Slc31a2)	Mus musculus
ENSMUSG00000029141	solute carrier family 4 (anion exchanger), member 1, adaptor protein(Slc4a1ap)	Mus musculus
ENSMUSG00000020877	secernin 2(Scrn2)	Mus musculus
ENSMUSG00000028962	solute carrier family 4 (anion exchanger), member 2(Slc4a2)	Mus musculus
ENSMUSG00000006576	solute carrier family 4 (anion exchanger), member 3(Slc4a3)	Mus musculus
ENSMUSG00000034255	Rho GTPase activating protein 27(Arhgap27)	Mus musculus
ENSMUSG00000040010	solute carrier family 7 (cationic amino acid transporter, y+ system), member 5(Slc7a5)	Mus musculus
ENSMUSG00000038352	ADP-ribosylation factor-like 5C(Arl5c)	Mus musculus
ENSMUSG00000000958	solute carrier family 7 (cationic amino acid transporter, y+ system), member 7(Slc7a7)	Mus musculus
ENSMUSG00000054640	solute carrier family 8 (sodium/calcium exchanger), member 1(Slc8a1)	Mus musculus
ENSMUSG00000078695	CDGSH iron sulfur domain 3(Cisd3)	Mus musculus
ENSMUSG00000000881	discs large MAGUK scaffold protein 3(Dlg3)	Mus musculus
ENSMUSG00000028854	solute carrier family 9 (sodium/hydrogen exchanger), member 1(Slc9a1)	Mus musculus
ENSMUSG00000028954	negative regulator of ubiquitin-like proteins 1(Nub1)	Mus musculus
ENSMUSG00000017400	SH3 and cysteine rich domain 2(Stac2)	Mus musculus
ENSMUSG00000020788	ATPase, Ca++ transporting, ubiquitous(Atp2a3)	Mus musculus
ENSMUSG00000022335	zinc finger and AT hook domain containing(Zfat)	Mus musculus
ENSMUSG00000027998	pleiotropic regulator 1(Plrg1)	Mus musculus
ENSMUSG00000031636	PDZ and LIM domain 3(Pdlim3)	Mus musculus
ENSMUSG00000010097	nuclear RNA export factor 1(Nxf1)	Mus musculus
ENSMUSG00000001773	folate hydrolase 1(Folh1)	Mus musculus
ENSMUSG00000017167	contactin associated protein-like 1(Cntnap1)	Mus musculus
ENSMUSG00000030659	nucleobindin 2(Nucb2)	Mus musculus
ENSMUSG00000029203	ubiquitin-conjugating enzyme E2K(Ube2k)	Mus musculus
ENSMUSG00000059991	neuronal pentraxin 2(Nptx2)	Mus musculus
ENSMUSG00000020889	nuclear receptor subfamily 1, group D, member 1(Nr1d1)	Mus musculus
ENSMUSG00000025316	BTG3 associated nuclear protein(Banp)	Mus musculus
ENSMUSG00000006373	progesterone receptor membrane component 1(Pgrmc1)	Mus musculus
ENSMUSG00000025020	slit guidance ligand 1(Slit1)	Mus musculus
ENSMUSG00000026696	vesicle-associated membrane protein 4(Vamp4)	Mus musculus
ENSMUSG00000031558	slit guidance ligand 2(Slit2)	Mus musculus
ENSMUSG00000019998	syntaxin 7(Stx7)	Mus musculus
ENSMUSG00000056427	slit guidance ligand 3(Slit3)	Mus musculus
ENSMUSG00000015214	myotubularin related protein 1(Mtmr1)	Mus musculus
ENSMUSG00000002984	translocase of outer mitochondrial membrane 40(Tomm40)	Mus musculus
ENSMUSG00000010392	golgi SNAP receptor complex member 1(Gosr1)	Mus musculus
ENSMUSG00000048154	lysine (K)-specific methyltransferase 2D(Kmt2d)	Mus musculus
ENSMUSG00000048732	kelch-like 11(Klhl11)	Mus musculus
ENSMUSG00000002428	helicase-like transcription factor(Hltf)	Mus musculus
ENSMUSG00000032187	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4(Smarca4)	Mus musculus
ENSMUSG00000000902	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1(Smarcb1)	Mus musculus
ENSMUSG00000033918	presenilin associated, rhomboid-like(Parl)	Mus musculus
ENSMUSG00000032481	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1(Smarcc1)	Mus musculus
ENSMUSG00000070319	eukaryotic translation initiation factor 3, subunit G(Eif3g)	Mus musculus
ENSMUSG00000035172	pleckstrin homology domain containing, family H (with MyTH4 domain) member 3(Plekhh3)	Mus musculus
ENSMUSG00000024831	immunoglobulin mu binding protein 2(Ighmbp2)	Mus musculus
ENSMUSG00000042632	phospholipase A2, group VI(Pla2g6)	Mus musculus
ENSMUSG00000025332	lysine (K)-specific demethylase 5C(Kdm5c)	Mus musculus
ENSMUSG00000034947	transmembrane protein 106A(Tmem106a)	Mus musculus
ENSMUSG00000056673	lysine (K)-specific demethylase 5D(Kdm5d)	Mus musculus
ENSMUSG00000075229	coiled-coil domain containing 58(Ccdc58)	Mus musculus
ENSMUSG00000035007	RUN domain containing 1(Rundc1)	Mus musculus
ENSMUSG00000021645	survival motor neuron 1(Smn1)	Mus musculus
ENSMUSG00000034931	DEAH (Asp-Glu-Ala-His) box polypeptide 8(Dhx8)	Mus musculus
ENSMUSG00000037049	sphingomyelin phosphodiesterase 1, acid lysosomal(Smpd1)	Mus musculus
ENSMUSG00000019822	sphingomyelin phosphodiesterase 2, neutral(Smpd2)	Mus musculus
ENSMUSG00000029478	nuclear receptor co-repressor 2(Ncor2)	Mus musculus
ENSMUSG00000071708	spermine synthase(Sms)	Mus musculus
ENSMUSG00000004366	somatostatin(Sst)	Mus musculus
ENSMUSG00000035431	somatostatin receptor 1(Sstr1)	Mus musculus
ENSMUSG00000047904	somatostatin receptor 2(Sstr2)	Mus musculus
ENSMUSG00000057337	carbohydrate sulfotransferase 3(Chst3)	Mus musculus
ENSMUSG00000044933	somatostatin receptor 3(Sstr3)	Mus musculus
ENSMUSG00000027099	metaxin 2(Mtx2)	Mus musculus
ENSMUSG00000034685	family with sequence similarity 171, member A2(Fam171a2)	Mus musculus
ENSMUSG00000037014	somatostatin receptor 4(Sstr4)	Mus musculus
ENSMUSG00000032010	ubiquitin specific peptidase 2(Usp2)	Mus musculus
ENSMUSG00000059995	ataxin 7-like 3(Atxn7l3)	Mus musculus
ENSMUSG00000034768	ankyrin repeat and SOCS box-containing 16(Asb16)	Mus musculus
ENSMUSG00000020265	small ubiquitin-like modifier 3(Sumo3)	Mus musculus
ENSMUSG00000028249	syndecan binding protein(Sdcbp)	Mus musculus
ENSMUSG00000036552	ER membrane associated RNA degradation(Ermard)	Mus musculus
ENSMUSG00000004980	heterogeneous nuclear ribonucleoprotein A2/B1(Hnrnpa2b1)	Mus musculus
ENSMUSG00000031429	proteasome (prosome, macropain) 26S subunit, non-ATPase, 10(Psmd10)	Mus musculus
ENSMUSG00000025289	peroxiredoxin 4(Prdx4)	Mus musculus
ENSMUSG00000027273	synaptosomal-associated protein 25(Snap25)	Mus musculus
ENSMUSG00000024583	thioredoxin-like 1(Txnl1)	Mus musculus
ENSMUSG00000001018	SNAP-associated protein(Snapin)	Mus musculus
ENSMUSG00000033419	synaptosomal-associated protein 91(Snap91)	Mus musculus
ENSMUSG00000025889	synuclein, alpha(Snca)	Mus musculus
ENSMUSG00000023064	synuclein, gamma(Sncg)	Mus musculus
ENSMUSG00000027287	synaptosomal-associated protein 23(Snap23)	Mus musculus
ENSMUSG00000021701	polo like kinase 2(Plk2)	Mus musculus
ENSMUSG00000037972	stannin(Snn)	Mus musculus
ENSMUSG00000038145	SNF related kinase(Snrk)	Mus musculus
ENSMUSG00000020929	elongation factor Tu GTP binding domain containing 2(Eftud2)	Mus musculus
ENSMUSG00000054931	zinc finger with KRAB and SCAN domains 4(Zkscan4)	Mus musculus
ENSMUSG00000020687	cell division cycle 27(Cdc27)	Mus musculus
ENSMUSG00000035435	ATP-binding cassette, sub-family A (ABC1), member 17(Abca17)	Mus musculus
ENSMUSG00000024217	U1 small nuclear ribonucleoprotein C(Snrpc)	Mus musculus
ENSMUSG00000042203	TBC1 domain family, member 22B(Tbc1d22b)	Mus musculus
ENSMUSG00000036816	atonal bHLH transcription factor 7(Atoh7)	Mus musculus
ENSMUSG00000063511	small nuclear ribonucleoprotein 70 (U1)(Snrnp70)	Mus musculus
ENSMUSG00000027404	small nuclear ribonucleoprotein B(Snrpb)	Mus musculus
ENSMUSG00000008333	U2 small nuclear ribonucleoprotein B(Snrpb2)	Mus musculus
ENSMUSG00000002477	small nuclear ribonucleoprotein D1(Snrpd1)	Mus musculus
ENSMUSG00000090553	small nuclear ribonucleoprotein E(Snrpe)	Mus musculus
ENSMUSG00000067279	protein phosphatase 1, regulatory subunit 3C(Ppp1r3c)	Mus musculus
ENSMUSG00000020792	exocyst complex component 7(Exoc7)	Mus musculus
ENSMUSG00000102252	small nuclear ribonucleoprotein N(Snrpn)	Mus musculus
ENSMUSG00000023988	bystin-like(Bysl)	Mus musculus
ENSMUSG00000039745	HIV-1 Tat interactive protein 2(Htatip2)	Mus musculus
ENSMUSG00000027488	syntrophin, acidic 1(Snta1)	Mus musculus
ENSMUSG00000040658	2'-deoxynucleoside 5'-phosphate N-hydrolase 1(Dnph1)	Mus musculus
ENSMUSG00000027030	serine/threonine kinase 39(Stk39)	Mus musculus
ENSMUSG00000060429	syntrophin, basic 1(Sntb1)	Mus musculus
ENSMUSG00000004328	hypoxia inducible factor 3, alpha subunit(Hif3a)	Mus musculus
ENSMUSG00000041308	syntrophin, basic 2(Sntb2)	Mus musculus
ENSMUSG00000028541	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2(B4galt2)	Mus musculus
ENSMUSG00000026600	sterol O-acyltransferase 1(Soat1)	Mus musculus
ENSMUSG00000004961	synaptotagmin V(Syt5)	Mus musculus
ENSMUSG00000041797	ATP-binding cassette, sub-family A (ABC1), member 9(Abca9)	Mus musculus
ENSMUSG00000030082	Sec61 alpha 1 subunit (S. cerevisiae)(Sec61a1)	Mus musculus
ENSMUSG00000018554	Y box protein 2(Ybx2)	Mus musculus
ENSMUSG00000022982	superoxide dismutase 1, soluble(Sod1)	Mus musculus
ENSMUSG00000006818	superoxide dismutase 2, mitochondrial(Sod2)	Mus musculus
ENSMUSG00000056820	translin-associated factor X(Tsnax)	Mus musculus
ENSMUSG00000072941	superoxide dismutase 3, extracellular(Sod3)	Mus musculus
ENSMUSG00000018800	ATP-binding cassette, sub-family A (ABC1), member 5(Abca5)	Mus musculus
ENSMUSG00000022961	Son DNA binding protein(Son)	Mus musculus
ENSMUSG00000036368	regulator of microtubule dynamics 2(Rmdn2)	Mus musculus
ENSMUSG00000049313	sortilin-related receptor, LDLR class A repeats-containing(Sorl1)	Mus musculus
ENSMUSG00000068747	sortilin 1(Sort1)	Mus musculus
ENSMUSG00000024241	SOS Ras/Rac guanine nucleotide exchange factor 1(Sos1)	Mus musculus
ENSMUSG00000045036	transmembrane protein 232(Tmem232)	Mus musculus
ENSMUSG00000034801	SOS Ras/Rho guanine nucleotide exchange factor 2(Sos2)	Mus musculus
ENSMUSG00000096014	SRY (sex determining region Y)-box 1(Sox1)	Mus musculus
ENSMUSG00000033006	SRY (sex determining region Y)-box 10(Sox10)	Mus musculus
ENSMUSG00000063632	SRY (sex determining region Y)-box 11(Sox11)	Mus musculus
ENSMUSG00000051817	SRY (sex determining region Y)-box 12(Sox12)	Mus musculus
ENSMUSG00000070643	SRY (sex determining region Y)-box 13(Sox13)	Mus musculus
ENSMUSG00000033966	cyclin-dependent kinase-like 4(Cdkl4)	Mus musculus
ENSMUSG00000054901	Rho guanine nucleotide exchange factor (GEF) 33(Arhgef33)	Mus musculus
ENSMUSG00000025902	SRY (sex determining region Y)-box 17(Sox17)	Mus musculus
ENSMUSG00000046470	SRY (sex determining region Y)-box 18(Sox18)	Mus musculus
ENSMUSG00000074637	SRY (sex determining region Y)-box 2(Sox2)	Mus musculus
ENSMUSG00000042680	GRB2 associated regulator of MAPK1 subtype 1(Garem1)	Mus musculus
ENSMUSG00000049658	B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB(Bdp1)	Mus musculus
